"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Site2","Site.match"
3279,"2009-08-21",730,"Szanser",NA,"Q03","BBL","Poland","","Biebrza River","PL-BIR",1981.5,2,53.5,22.67,"","None","",NA,"","Mix","Temperate","Wetland","Managed","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,NA,NA,"",NA,NA,"Subtraction",673,NA,NA,57,279,394,0.41,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,176,NA,NA,NA,6188,NA,"Lat/long estimated","53.5 22.67","53.75 22.75"
3280,"2009-08-21",1017,"Alvarez",NA,"","BBL","Argentina","","Pergamino Experimental Station-INTA","AR-PES-NT",1992.5,1,-33.93,-60.57,"","Herbicide, zero till","",NA,"","Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Silty clay (Typic Arguidoll)","Dry",NA,NA,14,40,41,NA,NA,NA,NA,"1240","Alkali absorption",15,5,50.24,"",30,1,"Exclusion",950,NA,NA,NA,175,775,0.18,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-33.93 -60.57","-33.75 -60.75"
3281,"2009-08-21",1017,"Alvarez",NA,"","BBL","Argentina","","Pergamino Experimental Station-INTA","AR-PES-CT",1992.5,1,-33.93,-60.57,"","Herbicide, disk till","",NA,"","Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Silty clay (Typic Arguidoll)","Dry",NA,NA,14,40,41,NA,NA,NA,NA,"1240","Alkali absorption",15,5,50.24,"",30,1,"Exclusion",1040,NA,NA,NA,265,775,0.25,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-33.93 -60.57","-33.75 -60.75"
3286,"2009-08-18",155,"Kinerson",NA,"","BBL","USA","North Carolina","Haw River","US-HAV",1972.5,4,36,-79.33,"","None","",NA,"13.5","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Sandy loam","Dry",NA,NA,NA,NA,NA,15.6,1150,NA,NA,"","Subtraction",NA,NA,NA,"",NA,NA,"Extraction",757,NA,NA,NA,63,694,0.08,NA,NA,NA,NA,NA,NA,NA,NA,"",4124,2762,1362,2056,1489.5,566.3,NA,NA,265,466,731,NA,NA,NA,5927,4807,1120,NA,NA,904,NA,NA,"","36 -79.33","36.25 -79.25"
3287,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-FOR",1986,2,54,10,"","None","",NA,"","Fagus spp.","Temperate","Deciduous Forest","Unmanaged","Deciduous","Mature","Orthic luvisol","Dry",1.1,NA,47,37,16,NA,NA,NA,9.7,"392","Alkali absorption",NA,NA,NA,"",30,1,"",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,710,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3288,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-CRO",1986,2,54,10,"","None","",NA,"1","","Temperate","Agriculture","Managed","Deciduous","Aggrading","Orthic luvisol","Dry",1.51,NA,44,32,24,NA,NA,NA,10.3,"618","Alkali absorption",NA,NA,NA,"",30,1,"",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,675,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3289,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-CROEF",1986,2,54,10,"","Ecological farming","",NA,"1","","Temperate","Agriculture","Managed","Deciduous","Aggrading","Orthic luvisol","Dry",1.6,NA,56,30,14,NA,NA,NA,10.1,"729","Alkali absorption",NA,NA,NA,"",30,1,"",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,645,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3290,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-FOR",1987,2,54,10,"","None","",NA,"","Picea abies","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Haplic podzol","Dry",1.54,NA,69,17,4,NA,NA,NA,9.7,"675","Alkali absorption",NA,NA,NA,"",30,1,"",284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,665,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3291,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-CRO",1987,2,54,10,"","None","",NA,"1","","Temperate","Agriculture","Managed","Deciduous","Aggrading","Haplic podzol","Dry",1.46,NA,88,8,4,NA,NA,NA,11.1,"790","Alkali absorption",NA,NA,NA,"",30,1,"",542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,735,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3292,"2009-08-18",628,"Beyer",NA,"Q03","BBL","Germany","Schleswig-Holstein","","DE-OST-CROEF",1987,2,54,10,"","Ecological farming","",NA,"1","","Temperate","Agriculture","Managed","Deciduous","Aggrading","Haplic podzol","Dry",1.39,NA,77,18,5,NA,NA,NA,11.5,"950","Alkali absorption",NA,NA,NA,"",30,1,"",496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,680,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approximate lat/long","54 10","54.25 9.75"
3293,"2009-08-19",291,"Arianoutsou-Faraggitaki",NA,"","BBL","Greece","","Mount Hymettus","GR-MHY-UBURN",1976,2,38,24,"400","None","",NA,"","Phlomis fruticosa; Sarcopoterium spinosum; Euphorbia acanthothamnos","Mediterranean","Grassland","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",20,NA,78.5,"",20,1,"",677,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","38 24","38.25 23.75"
3294,"2009-08-19",291,"Arianoutsou-Faraggitaki",NA,"","BBL","Greece","","Mount Hymettus","GR-MHY-UBURN",1977,2,38,24,"400","None","",NA,"1","Phlomis fruticosa; Sarcopoterium spinosum; Euphorbia acanthothamnos","Mediterranean","Grassland","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",20,NA,78.5,"",20,1,"",689,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","38 24","38.25 23.75"
3295,"2009-08-19",291,"Arianoutsou-Faraggitaki",NA,"","BBL","Greece","","Mount Hymettus","GR-MHY-BURN",1976,2,38,24,"400","None","",NA,"","Phlomis fruticosa; Sarcopoterium spinosum; Euphorbia acanthothamnos","Mediterranean","Grassland","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",20,NA,78.5,"",20,1,"",582,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","38 24","38.25 23.75"
3296,"2009-08-19",291,"Arianoutsou-Faraggitaki",NA,"","BBL","Greece","","Mount Hymettus","GR-MHY-BURN",1977,2,38,24,"400","None","",NA,"1","Phlomis fruticosa; Sarcopoterium spinosum; Euphorbia acanthothamnos","Mediterranean","Grassland","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",20,NA,78.5,"",20,1,"",742,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","38 24","38.25 23.75"
3297,"2009-08-19",1273,"Bremer",NA,"","BBL","USA","Kansas","Konza Prairie","US-KOP-ESC",1996.5,1,39.1,-96.55,"340","Clipping","Early season",NA,"","Andropogon gerardii; Andropogon scoparius; Sorghastrum nutans; Panicum virgatum","Temperate","Grassland","Natural","Deciduous","Mature","Clay loam (Udic Argiustolls)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"803","IRGA",17,NA,41.3,"",10,1,"",1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,168,NA,NA,NA,NA,NA,NA,"","39.1 -96.55","39.25 -96.75"
3298,"2009-08-19",1273,"Bremer",NA,"","BBL","USA","Kansas","Konza Prairie","US-KOP-ASC",1996.5,1,39.1,-96.55,"340","Clipping","Full season",NA,"","Andropogon gerardii; Andropogon scoparius; Sorghastrum nutans; Panicum virgatum","Temperate","Grassland","Natural","Deciduous","Mature","Clay loam (Udic Argiustolls)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"803","IRGA",17,NA,41.3,"",10,1,"",1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,171,NA,NA,NA,NA,NA,NA,"","39.1 -96.55","39.25 -96.75"
3299,"2009-08-19",1273,"Bremer",NA,"","BBL","USA","Kansas","Konza Prairie","US-KOP-CK",1996.5,1,39.1,-96.55,"340","None","",NA,"","Andropogon gerardii; Andropogon scoparius; Sorghastrum nutans; Panicum virgatum","Temperate","Grassland","Natural","Deciduous","Mature","Clay loam (Udic Argiustolls)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"803","IRGA",17,NA,41.3,"",10,1,"",1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,183,NA,NA,NA,NA,NA,NA,"","39.1 -96.55","39.25 -96.75"
3303,"2009-08-24",1563,"Bowden",NA,"Q01","BBL","USA","Pennsylvania","Bousson Environmental Research Reserve","US-BER-CK",1993.5,1.5,41.6,-80.2,"390","None","",NA,"80","Prunus serotina; Acer saccharum","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Silt loam (Alfisol)","Dry",0.52,NA,NA,NA,NA,NA,1050,NA,NA,"","Gas Chromatography",4,1,646.6,"",30,1,"",509,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_growing estimated from figure","41.6 -80.2","41.75 -80.25"
3307,"2009-08-24",1083,"Luo",NA,"","BBL","USA","California","Jasper Ridge Biological Preserve","US-JRB-CK",1993.5,1,37.4,-122.23,"150","None","",NA,"","Avena barbata; Hemizonia congesta","Mediterranean","Grassland","Natural","Deciduous","Mature","Loam","Dry",NA,NA,NA,NA,NA,NA,595,NA,NA,"","IRGA",20,NA,13.2,"",30,0.38,"",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,"","37.4 -122.23","37.25 -122.25"
3308,"2009-08-24",1083,"Luo",NA,"","BBL","USA","California","Jasper Ridge Biological Preserve","US-JRB-SS",1993.5,1,37.4,-122.23,"150","CO2","+350 CO2",NA,"","Avena barbata; Hemizonia congesta","Mediterranean","Grassland","Natural","Deciduous","Mature","Loam","Dry",NA,NA,NA,NA,NA,NA,595,NA,NA,"","IRGA",20,NA,13.2,"",30,0.38,"",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,"","37.4 -122.23","37.25 -122.25"
3309,"2009-08-24",1083,"Luo",NA,"","BBL","USA","California","Jasper Ridge Biological Preserve","US-SPT-SS",1993.5,1,37.4,-122.23,"150","None","",NA,"","Avena barbata; Hemizonia congesta","Mediterranean","Grassland","Natural","Deciduous","Mature","Loam","Dry",NA,NA,NA,NA,NA,NA,595,NA,NA,"","IRGA",20,NA,13.2,"",30,0.38,"",485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,184.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,"","37.4 -122.23","37.25 -122.25"
3310,"2009-08-24",1083,"Luo",NA,"","BBL","USA","California","Jasper Ridge Biological Preserve","US-SPT-CK",1993.5,1,37.4,-122.23,"150","None","",NA,"","Bromus hordeacus; Calycadenia multiglandulosa; Lasthenia californica; Plantago erecta","Mediterranean","Grassland","Natural","Deciduous","Mature","Loam","Dry",NA,NA,NA,NA,NA,NA,595,NA,NA,"","IRGA",20,NA,13.2,"",30,0.38,"",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.4 -122.23","37.25 -122.25"
3311,"2009-08-25",143,"De Santo",NA,"","BBL","Italy","","Monte Taburno","IT-MOT-PC",1973,1.5,41.13,14.65,"1100","None","",NA,"90","Fagus sylvatica","Temperate","Deciduous Forest","Unmanaged","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,7.9,2166,NA,NA,"1959","Alkali absorption",23,2,188.6,"",15,1,"",296,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,538.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","41.13 14.65","41.25 14.75"
3312,"2009-08-25",143,"De Santo",NA,"","BBL","Italy","","Monte Taburno","IT-MOT-CE",1973,1.5,41.13,14.65,"1000","None","",NA,"70","Fagus sylvatica; Abies alba","Temperate","Mixed Forest","Unmanaged","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,7.9,2166,NA,NA,"1959","Alkali absorption",23,2,188.6,"",15,1,"",333,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,441.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","41.13 14.65","41.25 14.75"
3313,"2009-08-25",77,"Froment",NA,"Q01","BBL","Belgium","","Blois de Blaimont","BE-BDB",1967,3,50.07,4.36,"245","None","",NA,"","Fagus sylvatica; Carpinus betulus; Quercus robur","Temperate","Deciduous Forest","Unmanaged","Deciduous","Aggrading","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",25.5,2,510.45,"",30,1,"",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs_annual estimated from figure","50.07 4.36","50.25 4.25"
3315,"2009-08-25",108,"Billes",NA,"","BBL","France","","Gardiole","FR-ALG-FOR",1970,1,43.9,4.83,"220","None","",NA,"","Quercus ilex","Temperate","Deciduous Forest","Managed","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,14.4,770,NA,NA,"","Alkali absorption",NA,NA,NA,"",30,1,"",92,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","43.9 4.83","43.75 4.75"
3316,"2009-08-25",108,"Billes",NA,"","BBL","France","","Gardiole","FR-ALG-FOR",1971,1,43.9,4.83,"220","None","",NA,"","Quercus ilex","Temperate","Deciduous Forest","Managed","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,14.4,770,NA,NA,"","Alkali absorption",NA,NA,NA,"",30,1,"",128,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","43.9 4.83","43.75 4.75"
3317,"2009-08-25",108,"Billes",NA,"","BBL","France","","Gardiole","FR-ALG-GRA",1970,1,43.9,4.83,"220","None","",NA,"","Brachypodium ramosum","Temperate","Grassland","Managed","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,14.4,770,NA,NA,"","Alkali absorption",NA,NA,NA,"",30,1,"",32,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","43.9 4.83","43.75 4.75"
3318,"2009-08-25",108,"Billes",NA,"","BBL","France","","Gardiole","FR-ALG-GRA",1971,1,43.9,4.83,"220","None","",NA,"","Brachypodium ramosum","Temperate","Grassland","Managed","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,14.4,770,NA,NA,"","Alkali absorption",NA,NA,NA,"",30,1,"",49,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","43.9 4.83","43.75 4.75"
3322,"2009-08-26",514,"Hendrix",NA,"","BBL","USA","Georgia","HorseShoe Bend (HSB) Ecology Experimental Research Sit","US-HSB-NT",1983.5,2,33.95,-83.38,"","No-till","",NA,"1","Sorghum bicolor; Glycine max; Secale cereale","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy clay loam (Typic rhodudults)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",15,7.5,78.5,"",30,1,"",1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.95 -83.38","33.75 -83.25"
3323,"2009-08-26",514,"Hendrix",NA,"","BBL","USA","Georgia","HorseShoe Bend (HSB) Ecology Experimental Research Sit","US-HSB-CK",1983.5,2,33.95,-83.38,"","Conventional till","",NA,"1","Sorghum bicolor; Glycine max; Secale cereale","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy clay loam (Typic rhodudults)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",15,7.5,78.5,"",30,1,"",1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.95 -83.38","33.75 -83.25"
3324,"2009-08-26",2776,"Son",NA,"","BBL","South Korea","","Yangpyeong Experimental Forest","KR-YEF-10THINN",2001,1,37.55,127.57,"","Thinned","10% thinned",NA,"19","Larix leptolepis","Temperate","Deciduous Forest","Managed","Deciduous","Aggrading","Sandy clay loam","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,0.5,78.5,"",30,0.75,"",813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,"","37.55 127.57","37.75 127.75"
3325,"2009-08-26",2776,"Son",NA,"","BBL","South Korea","","Yangpyeong Experimental Forest","KR-YEF-20THINN",2001,1,37.55,127.57,"","Thinned","20% thinned",NA,"19","Larix leptolepis","Temperate","Deciduous Forest","Managed","Deciduous","Aggrading","Sandy clay loam","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,0.5,78.5,"",30,0.75,"",660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.55 127.57","37.75 127.75"
3326,"2009-08-26",2776,"Son",NA,"","BBL","South Korea","","Yangpyeong Experimental Forest","KR-YEF-40THINN",2001,1,37.55,127.57,"","Thinned","40% thinned",NA,"19","Larix leptolepis","Temperate","Deciduous Forest","Managed","Deciduous","Aggrading","Sandy clay loam","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,0.5,78.5,"",30,0.75,"",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.55 127.57","37.75 127.75"
3327,"2009-08-26",1080,"Lee",NA,"","BBL","USA","Alabama","Alabama Agricultural Experiment Station","US-AAE-NT",1993.5,1,32.41,-85.95,"","No-till","",NA,"1","Zea mays; Glycine max; Trifolium ancarnatum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loamy sand (Typic Kandiudult)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,NA,NA,"",21,1,"",1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","32.41 -85.95","32.25 -85.75"
3328,"2009-08-26",1080,"Lee",NA,"","BBL","USA","Alabama","Alabama Agricultural Experiment Station","US-AAE-CK",1993.5,1,32.41,-85.95,"","Conventional till","",NA,"1","Zea mays; Glycine max; Trifolium ancarnatum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Loamy sand (Typic Kandiudult)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,NA,NA,"",21,1,"",2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","32.41 -85.95","32.25 -85.75"
3329,"2009-08-26",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan","KR-MKU-RTF",2001,1.3,37.45,127.27,"","None","",20,"20","Salix glandulosa; Salix koreensis; Acer ginnala","Temperate","Deciduous Forest","Unmanaged","Deciduous","Aggrading","","Dry",0.69,NA,NA,NA,NA,10.8,790,NA,NA,"","IRGA",NA,0.5,NA,"",30,1,"",982,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.45 127.27","37.25 127.25"
3330,"2009-08-26",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan","KR-MKU-CTS",2001,1.3,37.45,127.27,"","None","",20,"20","Spiraea prunifolia; Lespedeza bicola; Pueraria thunbergiana","Temperate","Shrubland","Unmanaged","Deciduous","Aggrading","","Dry",0.93,NA,NA,NA,NA,10.8,790,NA,NA,"","IRGA",NA,0.5,NA,"",30,1,"",922,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.45 127.27","37.25 127.25"
3331,"2009-08-26",2451,"Son",NA,"","BBL","South Korea","","Mt. Kumdan","KR-MKU-INF",2001,1.3,37.45,127.27,"","None","",NA,"","Quercus mongolica; Quercus variabilis; Prunus sargentii; Fraxinus rhynchophylla","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","","Dry",0.81,NA,NA,NA,NA,10.8,790,NA,NA,"","IRGA",NA,0.5,NA,"",30,1,"",1110,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","37.45 127.27","37.25 127.25"
3339,"2009-09-10",2692,"Maddock",NA,"","BBL","Brazil","Rio de Janeiro","","BR-ACP-MIX",1997.5,1,-22.73,-43.67,"200","None","",NA,"","Mix","Tropical","Evergreen Forest","Natural","Evergreen","Mature","Clay loam (Acrisol)","Dry",NA,9,NA,NA,NA,23,1500,NA,NA,"","Gas Chromatography",14,1.1,706.5,"",NA,NA,"",830,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694,NA,"","-22.73 -43.67","-22.75 -43.75"
3340,"2009-09-10",2692,"Maddock",NA,"","BBL","Brazil","Rio de Janeiro","","BR-ACP-GRA",1997.5,1,-22.73,-43.67,"200","None","",NA,"","Grasses (mix)","Tropical","Grassland","Unmanaged","Deciduous","Mature","Clay loam (Acrisol)","Dry",NA,10,NA,NA,NA,23,1500,NA,NA,"","Gas Chromatography",14,1.1,706.5,"",NA,NA,"",1272,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,"","-22.73 -43.67","-22.75 -43.75"
